200734	0.21278896346010434	0
129880	0.199530516431925	0
51082	0.21035179414966643	0
2260	0.21278896346010434	0
64419	0.21417650773712604	0
4855	0.22772213361687044	0
344462	0.21278896346010434	0
28962	0.20185675703976758	0
2778	0.21278896346010434	0
8291	0.199530516431925	0
7050	0.22914081885856086	1
57539	0.23889452417678214	1
